Obs,PhoneType,Email,NumberofCampaigns,ProdActive,ProdBought,Socieconomic Status,Province,Right Address,Living Area (m^2),Estimated number of cars,Probability of Second Residence,Number of Mobile Phones,Number of Fixed Lines,ADSL,3G Devices,Type of House,House Price_imp,Income_imp,House Insurance_imp,Pension Plan_imp,Credit_imp,Savings_imp,tenureYrs,tenureYrs_z,tenureGrp,ageYrs,ageGrp,builtYrs,builtYrs_z,builtYrsGrp,livingArea_z,livingAreaGrp,HousePrice_imp_z,HousePrice_impGrp,HouseInsurance_imp_z,HouseInsurance_impGrp,Income_imp_z,Income_impGrp,PensionPlan_imp_z,PensionPlan_impGrp,Savings_imp_z,Savings_impGrp,Credit_imp_z,Credit_impGrp
786,MOBILE PHONE,0,2,0,0,Medium,SE,Right,91.92399999999999,None,Low,0.0,0.0,0.0,0.0,Urban,70707.39799499999,84393.51291000003,2381.5134000000007,12352.072295999998,5564.2609619999985,0.0,7,0.8450980400142568,up_10yrs,40.0,up_40yrs,54.0,1.7323937598229686,50-60yrs,4.531781954758718,up_100m2,4.849464855668458,up_100k,3.3768530294880397,up_2.5k,4.926309064923439,80-100k,4.091739824900824,up_25k,0.0,up_25k,3.745407490065313,up_25k
787,MOBILE PHONE,0,2,0,0,Very High,BA,Right,53.60000000000001,None,Low,2.0,1.0,1.0,1.0,Rustic,167575.37179499998,45660.96171,5801.6934,29326.281096,13354.662762,0.0,8,0.9030899869919435,up_10yrs,56.0,55-65yrs,14.0,1.146128035678238,10-20yrs,4.000033882750859,up_100m2,5.224210191624396,100-250k,3.7635547740691138,5-7.5k,4.659545054349743,40-60k,4.4672569930218735,25-50k,0.0,up_25k,4.125632925494664,up_25k
788,MOBILE PHONE,0,2,0,0,Low,CA,Right,114.972,None,Low,0.0,2.0,0.0,1.0,Urban,155873.803995,42447.53331,5388.5394000000015,27275.813095999998,12413.589762,0.0,8,0.9030899869919435,up_10yrs,51.0,40-55yrs,51.0,1.7075701760979363,50-60yrs,4.753348782659345,100-200m2,5.1927731341987755,100-250k,3.7314710626853866,5-7.5k,4.627852457807733,40-60k,4.43577770583573,25-50k,0.0,up_25k,4.093897388943403,up_25k
789,FIXED / LAND PHONE,0,2,0,0,High,LU,Right,138.5962,None,Low,3.0,1.0,1.0,0.0,Urban,181317.361095,49434.72471,6268.1453999999985,31734.314696000005,14459.842362000001,43966.453320000015,8,0.9030899869919435,up_10yrs,69.0,65-75yrs,38.0,1.5797835966168101,30-40yrs,4.938753969327411,100-200m2,5.258439389681711,100-250k,3.7971390620922243,5-7.5k,4.694032120018188,40-60k,4.501529124141729,25-50k,10.69120494191666,25-50k,4.160163558402031,up_25k
790,MOBILE PHONE,0,2,0,0,Low,BA,Right,142.3616,One,Low,1.0,2.0,1.0,0.0,Urban,281230.64599499997,76872.45951000003,9814.595399999998,26163.291496000005,22495.186362,68660.41032000001,8,0.9030899869919435,10-15yrs,62.0,55-65yrs,36.0,1.5563025007672873,30-40yrs,4.965370109878626,100-200m2,5.449062644446385,250-500k,3.991872400811297,7.5-10k,4.885770776405984,60-80k,4.417692379890297,25-50k,11.13694260743574,50-100k,4.35208959544126,up_25k
791,MOBILE PHONE,0,6,0,1,Very High,BA,Right,97.3912,None,Low,1.0,0.0,0.0,0.0,Urban,171492.835995,180485.57330999998,5940.0054,30012.789896,13669.739562,0.0,9,0.9542425094393249,10-15yrs,64.0,55-65yrs,12.0,1.0791812460476249,10-20yrs,4.588951369164718,up_100m2,5.23424598237981,100-250k,3.7737868397941794,5-7.5k,5.256442493320575,>100k,4.477306367971376,25-50k,0.0,up_25k,4.13576024040076,up_25k
792,FIXED / LAND PHONE,0,26,0,3,Medium,BA,Right,112.76100000000001,None,Low,1.0,0.0,1.0,0.0,Urban,140799.020895,38307.76551000001,4856.2794,24634.244296,11201.227962,0.0,26,1.414973347970818,up_10yrs,51.0,40-55yrs,73.0,1.863322860120456,>60yrs,4.7340997564523,100-200m2,5.148599634767903,100-250k,3.6863036653792998,2.5-5k,4.583286820346983,25-40k,4.391539243976012,up_25k,0.0,up_25k,4.049265635874424,up_25k
793,MOBILE PHONE,0,2,0,0,Very High,BA,Right,194.032,two,Low,0.0,2.0,1.0,0.0,Urban,343151.878095,93876.97851000002,12000.8934,60092.73469600001,7878.063161999998,83964.46932,7,0.8450980400142568,up_10yrs,65.0,55-65yrs,40.0,1.6020599913279623,30-40yrs,5.2731636476644965,100-200m2,5.535486380158245,250-500k,4.079213578068258,>10k,4.972559103108583,80-100k,4.7788219683061,50-100k,11.338160913785291,50-100k,3.8964194584226153,up_25k
794,MOBILE PHONE,0,6,0,1,Very High,BA,Right,82.81200000000003,None,Low,2.0,1.0,0.0,1.0,Rustic,75148.343595,29956.409910000002,3782.5254,19305.278696000005,8755.471362,0.0,9,0.9542425094393249,up_10yrs,75.0,65-75yrs,52.0,1.7160033436347992,50-60yrs,4.428576195326862,up_100m2,4.875919412394925,up_100k,3.577781853031722,2.5-5k,4.4764897646449056,25-40k,4.285676075592871,up_25k,0.0,up_25k,3.9422795318477997,up_25k
795,MOBILE PHONE,0,2,0,0,Medium,SE,Right,152.76000000000005,None,Low,0.0,0.0,0.0,0.0,Urban,177287.541795,48328.07931,6144.6114000000025,50801.76429600001,14135.761962,0.0,8,0.9030899869919435,up_10yrs,60.0,55-65yrs,11.0,1.0413926851582251,10-20yrs,5.035392945221982,100-200m2,5.248678218286853,100-250k,3.788494422263618,5-7.5k,4.684199535431787,40-60k,4.705878795171951,50-100k,0.0,up_25k,4.150319223294103,up_25k
796,FIXED / LAND PHONE,0,4,0,0,Low,LE,Right,163.547,None,Low,2.0,0.0,1.0,0.0,Urban,108597.953295,29464.858710000004,3719.3274,18946.319496000004,8611.536762,0.0,9,0.9542425094393249,20-25yrs,39.0,up_40yrs,32.0,1.505149978319906,30-40yrs,5.1031962436825875,100-200m2,5.035821640344323,100-250k,3.5704644095380593,2.5-5k,4.469304362905647,25-40k,4.277524856635373,up_25k,0.0,up_25k,3.9350806598975985,up_25k
797,FIXED / LAND PHONE,0,6,0,0,Low,MA,Right,221.368,None,Low,3.0,2.0,0.0,0.0,Urban,383839.751295,46667.66391,2896.4754,53799.451496,10818.378161999997,0.0,12,1.0791812460476249,up_10yrs,72.0,65-75yrs,71.0,1.8512583487190752,>60yrs,5.404333667131917,200-300m2,5.584149949227226,250-500k,3.4618698443525546,2.5-5k,4.669016061515347,40-60k,4.7307778479066345,50-100k,0.0,up_25k,4.0341621583594565,up_25k
798,MOBILE PHONE,0,2,0,0,Medium,SE,Right,185.992,None,Low,2.0,0.0,1.0,1.0,Urban,118565.662995,32202.145710000004,4071.2634,20738.274696000004,18574.881162,0.0,8,0.9030899869919435,10-15yrs,57.0,55-65yrs,27.0,1.4313637641589874,20-30yrs,5.231065835190801,100-200m2,5.073958934130064,100-250k,3.609729200995461,2.5-5k,4.507884810794144,25-40k,4.3167726227775045,up_25k,0.0,up_25k,4.2689260439210255,up_25k
799,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,47.503,One,Low,0.0,0.0,1.0,1.0,Urban,205326.392895,56027.97711,7134.5934000000025,35941.432296000006,16390.720962,20365.267320000006,8,0.9030899869919435,up_10yrs,76.0,>75yrs,24.0,1.380211241711606,20-30yrs,3.8816256517005576,up_100m2,5.312444777680092,100-250k,3.853369227742466,5-7.5k,4.748404942549239,40-60k,4.555595380114489,25-50k,9.921635248443367,up_25k,4.214598056861038,up_25k
800,MOBILE PHONE,0,2,0,0,Very High,SE,Right,291.36960000000005,One,Low,0.0,2.0,1.0,0.0,Urban,281022.783795,76815.36891,9807.2514,49205.77069600001,22478.458362,0.0,8,0.9030899869919435,up_10yrs,73.0,65-75yrs,13.0,1.1139433523068367,10-20yrs,5.6780187553024,200-300m2,5.448741531561034,250-500k,3.9915473081881063,7.5-10k,4.885448120618029,60-80k,4.692016038427225,25-50k,0.0,up_25k,4.3517665227406646,up_25k
801,FIXED / LAND PHONE,1,6,0,1,High,BA,Right,74.2092,None,Low,3.0,2.0,1.0,1.0,Urban,110387.901195,47390.71491,6024.0834,30430.065896000004,13861.250562,42126.83532000001,9,0.9542425094393249,10-15yrs,76.0,>75yrs,32.0,1.505149978319906,30-40yrs,4.320273563898346,up_100m2,5.042921476181323,100-250k,3.7798909757937507,5-7.5k,4.675693260274125,40-60k,4.483302892819495,25-50k,10.648463972689331,25-50k,4.141802414090749,up_25k
802,MOBILE PHONE,0,2,0,0,Medium,BA,Right,74.236,None,Low,3.0,1.0,1.0,0.0,Rustic,112290.07549500001,39082.38831,4955.8734,25128.543496,11428.089162,0.0,8,0.9030899869919435,15-20yrs,63.0,55-65yrs,64.0,1.806179973983887,>60yrs,4.320629839808558,up_100m2,5.050341373819577,100-250k,3.6951202035991693,2.5-5k,4.591981095429567,25-40k,4.400167316687214,25-50k,0.0,up_25k,4.0579736200913095,up_25k
803,MOBILE PHONE,0,6,0,0,Medium,BA,Right,193.8846,None,Low,2.0,2.0,0.0,0.0,Urban,156311.75839499995,30518.760510000004,3677.1714,53958.26829600001,15917.613762,0.0,9,0.9542425094393249,up_10yrs,40.0,up_40yrs,22.0,1.3424226808222062,20-30yrs,5.27240758851225,100-200m2,5.193991648614133,100-250k,3.565513873638055,2.5-5k,4.484566891189836,25-40k,4.7320580032393105,50-100k,0.0,up_25k,4.201877962417287,up_25k
804,FIXED / LAND PHONE,0,2,0,0,Low,BA,Right,31.141600000000004,One,Low,0.0,2.0,1.0,1.0,Urban,304386.65419499995,83231.45271000001,10632.1734,53299.845896000006,24357.455562,0.0,8,0.9030899869919435,up_10yrs,61.0,55-65yrs,15.0,1.1760912590556813,10-20yrs,3.4701511412731363,up_100m2,5.483425606914143,250-500k,4.0266220508964015,>10k,4.920287474813543,80-100k,4.72672595336778,50-100k,0.0,up_25k,4.386631918891123,up_25k
805,MOBILE PHONE,0,2,0,0,Medium,BA,Right,73.432,None,Low,2.0,2.0,0.0,1.0,Urban,20442.934395,35392.67991,4481.4834,22774.163496000005,10347.534162,0.0,7,0.8450980400142568,20-25yrs,54.0,40-55yrs,31.0,1.4913616938342726,30-40yrs,4.309885956896199,up_100m2,4.31054323491122,up_100k,3.6514217920785317,2.5-5k,4.548913448369647,25-40k,4.357442434130521,up_25k,0.0,up_25k,4.014836868882278,up_25k
806,MOBILE PHONE,0,2,0,0,Medium,ZA,Right,133.0218,One,Low,2.0,0.0,0.0,0.0,Urban,311865.13039500004,85285.15191000003,1334.1474,54610.312296,24958.900962,76231.83132000001,7,0.8450980400142568,up_10yrs,46.0,40-55yrs,100.0,2.0,>60yrs,4.898002473286051,100-200m2,5.493966819054635,250-500k,3.125203814190899,up_2.5k,4.930873427359128,80-100k,4.737274660110744,50-100k,11.241547506100266,50-100k,4.3972254577472665,up_25k
807,MOBILE PHONE,0,2,0,0,Medium,BA,Right,181.972,two,Low,1.0,2.0,0.0,1.0,Urban,417198.919995,114211.43810999999,14615.3214,73068.008296,14657.847761999998,102265.50132,7,0.8450980400142568,10-15yrs,62.0,55-65yrs,120.0,2.0791812460476247,>60yrs,5.20933313567041,100-200m2,5.620343175495579,250-500k,4.164808370204008,>10k,5.057709600050843,>100k,4.863727269411104,50-100k,11.535337442987046,100-250k,4.166070206750812,up_25k
808,MOBILE PHONE,0,4,0,0,Low,MA,Right,94.001,None,Low,0.0,2.0,1.0,1.0,Urban,121844.634795,55722.72951000001,4187.0394000000015,21312.866696,9676.864362,0.0,10,1.0,>25yrs,64.0,55-65yrs,50.0,1.6989700043360187,40-50yrs,4.553887417860929,up_100m2,5.0858064105808545,100-250k,3.6219070476173063,2.5-5k,4.746032381658923,40-60k,4.328641868603051,up_25k,0.0,up_25k,3.9857346537040197,up_25k
809,MOBILE PHONE,0,4,0,0,Low,AL,Right,103.0996,None,Low,2.0,0.0,0.0,1.0,Rustic,114091.816995,30973.557510000002,3913.3134,19954.321096000003,9053.352762,0.0,12,1.0791812460476249,up_10yrs,54.0,40-55yrs,19.0,1.2787536009528289,10-20yrs,4.645348133154367,100-200m2,5.05725449664118,100-250k,3.5925446300219024,2.5-5k,4.490991089703961,25-40k,4.300036956410866,up_25k,0.0,up_25k,3.9568094428939937,up_25k
810,FIXED / LAND PHONE,0,2,0,0,Medium,LA,Right,164.9942,One,Low,3.0,0.0,1.0,0.0,Urban,266038.488495,72700.44831,9278.1954,32329.381896,21273.378162,64905.60132,8,0.9030899869919435,20-25yrs,74.0,65-75yrs,51.0,1.7075701760979363,50-60yrs,5.1119528479871,100-200m2,5.4249444717130615,250-500k,3.96746351457724,7.5-10k,4.861537088960261,60-80k,4.509597401434242,25-50k,11.080704612773774,50-100k,4.327836460312793,up_25k
811,MOBILE PHONE,0,2,0,0,Medium,BA,Right,116.312,None,Low,2.0,2.0,0.0,0.0,Urban,67953.13609500001,32468.69871,2597.1714,20587.069096000007,10823.863962000001,0.0,7,0.8450980400142568,>25yrs,66.0,65-75yrs,56.0,1.7481880270062005,50-60yrs,4.764837052217239,100-200m2,4.832209504590577,up_100k,3.41450061178482,2.5-5k,4.5114648831935655,25-40k,4.313594522138326,up_25k,0.0,up_25k,4.0343823252632545,up_25k
812,FIXED / LAND PHONE,0,2,0,0,High,CA,Right,177.8448,two,Low,3.0,2.0,1.0,0.0,Urban,572664.190995,156904.58511,20104.4394,100310.315496,9466.288362000001,140689.33632,8,0.9030899869919435,up_10yrs,60.0,55-65yrs,100.0,2.0,>60yrs,5.186518390638795,100-200m2,5.757900027290925,500-750k,4.303291967571685,>10k,5.1956356348481005,>100k,5.001345596356735,100-250k,11.854316557872346,100-250k,3.9761797298084947,up_25k
813,FIXED / LAND PHONE,0,4,0,0,Low,AL,Right,129.2698,None,Low,1.0,0.0,0.0,0.0,Urban,185028.097995,122439.69170999998,3629.5974,38929.096295999996,11845.993962,474989.75532000005,11,1.0413926851582251,>25yrs,50.0,40-55yrs,19.0,1.2787536009528289,10-20yrs,4.869607684435399,100-200m2,5.267237684498081,100-250k,3.5598584551586496,2.5-5k,5.0879222274197895,>100k,4.590274322078915,25-50k,13.071050620343172,250-500k,4.073571506941532,up_25k
814,MOBILE PHONE,0,2,0,0,Medium,BA,Right,172.9806,None,Low,0.0,2.0,0.0,1.0,Urban,83933.62789500001,445647.15531000006,2483.4834,26540.421096,27512.528562,0.0,8,0.9030899869919435,15-20yrs,57.0,55-65yrs,46.0,1.662757831681574,40-50yrs,5.158943798745709,100-200m2,4.923935995193745,up_100k,3.39506126144721,up_2.5k,5.648991138645472,>100k,4.423907809192258,25-50k,0.0,up_25k,4.439530506422378,25-50k
815,MOBILE PHONE,0,2,0,0,Medium,HU,Right,347.08680000000015,None,Low,0.0,1.0,1.0,0.0,Urban,620179.0960949999,18669.17871,6939.9594,34368.433096,13076.854961999998,0.0,7,0.8450980400142568,20-25yrs,56.0,55-65yrs,28.0,1.4471580313422192,20-30yrs,5.852451873960516,300-400m2,5.792517123714287,500-750k,3.8413569297621257,5-7.5k,4.271125212991368,up_25k,4.536159732507517,25-50k,0.0,up_25k,4.116503306917558,up_25k
816,MOBILE PHONE,0,4,0,0,High,MA,Right,86.6042,None,Low,3.0,1.0,0.0,0.0,Urban,116295.570495,69712.76151000001,3991.1274,20340.509096,9230.595762,0.0,9,0.9542425094393249,20-25yrs,53.0,40-55yrs,46.0,1.662757831681574,40-50yrs,4.472828941998491,up_100m2,5.065563173488431,100-250k,3.6010955910348152,2.5-5k,4.843312286649869,60-80k,4.30836181853838,up_25k,0.0,up_25k,3.965229732206764,up_25k
817,MOBILE PHONE,0,2,0,0,Medium,BA,Right,126.8042,None,Low,3.0,0.0,1.0,0.0,Urban,136571.55349499994,37146.83931,14506.9974,23893.492296000004,10861.255962000001,0.0,7,0.8450980400142568,up_10yrs,51.0,40-55yrs,12.0,1.0791812460476249,10-20yrs,4.850499405253196,100-200m2,5.135360249516184,100-250k,4.161577533212946,>10k,4.569921867124263,25-40k,4.378279631291799,up_25k,0.0,up_25k,4.035880048625514,up_25k
818,FIXED / LAND PHONE,0,2,0,0,Medium,CA,Right,131.05200000000002,None,Low,1.0,0.0,0.0,1.0,Urban,182429.223795,135498.10491,4439.3634,20705.793096000005,4946.800961999998,0.0,8,0.9030899869919435,up_10yrs,45.0,40-55yrs,20.0,1.3010299956639813,10-20yrs,4.88319578440656,100-200m2,5.26109441028787,100-250k,3.6473206972116654,2.5-5k,5.1319332211669915,>100k,4.3160918699806246,up_25k,0.0,up_25k,3.6943244365731815,up_25k
819,MOBILE PHONE,0,6,0,1,Very High,BA,Right,93.532,None,Low,3.0,2.0,1.0,1.0,Urban,170212.738995,26157.23271,5894.8074,29788.47389600001,13566.788562000002,41221.90332000001,9,0.9542425094393249,up_10yrs,75.0,65-75yrs,40.0,1.6020599913279623,30-40yrs,4.54893840151804,up_100m2,5.230992060262075,100-250k,3.770469620036085,5-7.5k,4.417591796137418,25-40k,4.47404825428845,25-50k,10.626749286704458,25-50k,4.1324770565866,up_25k
820,FIXED / LAND PHONE,0,6,0,0,Medium,GU,Right,68.407,None,Low,0.0,0.0,1.0,1.0,Urban,129532.271895,52894.19331,53087.0274,17381.199496,19281.909762,55194.21432000001,12,1.0791812460476249,10-15yrs,63.0,55-65yrs,32.0,1.505149978319906,30-40yrs,4.239987726979586,up_100m2,5.112377982779049,100-250k,4.724988407768724,>10k,4.72340799808733,40-60k,4.240079744294369,up_25k,10.918631531405326,50-100k,4.285150046061801,up_25k
821,FIXED / LAND PHONE,1,2,1,1,High,GI,Right,75.7234,None,Low,3.0,0.0,1.0,0.0,Urban,104320.43329500001,45854.53551,974.0214,13017.033895999999,7058.661762000002,0.0,7,0.8450980400142568,>25yrs,75.0,65-75yrs,70.0,1.845098040014257,>60yrs,4.340206746590085,up_100m2,5.018369382234056,100-250k,2.9885684987675427,up_2.5k,4.6613822985567,40-60k,4.114512035741291,up_25k,0.0,up_25k,3.848722371806949,up_25k
822,MOBILE PHONE,0,2,0,0,Medium,SE,Right,65.2714,One,Low,1.0,1.0,0.0,0.0,Rustic,277849.45129500004,75943.92771,9695.219400000002,48649.72429600001,22223.257962,0.0,8,0.9030899869919435,up_10yrs,55.0,40-55yrs,11.0,1.0413926851582251,10-20yrs,4.193758431574894,up_100m2,5.443809543465148,250-500k,3.986557641483955,7.5-10k,4.880493054466518,60-80k,4.687080383410843,25-50k,0.0,up_25k,4.346807727476113,up_25k
823,MOBILE PHONE,0,2,0,0,Very High,BA,Right,91.4416,One,Low,3.0,0.0,0.0,0.0,Urban,192529.576395,32947.385310000005,6682.7574,33699.022696000015,15361.555362000001,46737.59832000001,7,0.8450980400142568,15-20yrs,42.0,40-55yrs,54.0,1.7323937598229686,50-60yrs,4.526577093780838,up_100m2,5.28449745529116,100-250k,3.8249556954864508,5-7.5k,4.517820954878561,25-40k,4.52761730609719,25-50k,10.752325618768548,25-50k,4.186435190365824,up_25k
824,MOBILE PHONE,0,2,0,0,Medium,AV,Right,44.7158,None,Low,3.0,0.0,0.0,0.0,Rustic,140554.46749500002,38240.60751,4847.6394,24591.41789600001,11181.572562,0.0,7,0.8450980400142568,up_10yrs,45.0,40-55yrs,21.0,1.3222192947339193,20-30yrs,3.822443971189838,up_100m2,5.147844654124118,100-250k,3.6855303066172325,2.5-5k,4.582524783084841,25-40k,4.3907835700829985,up_25k,0.0,up_25k,4.048502886463807,up_25k
825,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,96.413,None,Low,0.0,1.0,1.0,1.0,Urban,129058.386795,29070.503910000003,4441.7394,22576.969096000004,10257.030762,0.0,7,0.8450980400142568,up_10yrs,76.0,>75yrs,48.0,1.6812412373755872,40-50yrs,4.578959671968004,up_100m2,5.110786232207582,100-250k,3.647553074594713,2.5-5k,4.463452559924388,25-40k,4.3536656385086205,up_25k,0.0,up_25k,4.011021658016678,up_25k
826,MOBILE PHONE,1,14,0,3,High,BA,Right,124.352,None,Low,0.0,2.0,1.0,1.0,Urban,172717.73239499994,47073.13191,12083.9094,30227.404295999997,13768.237962000001,41841.01332000001,13,1.1139433523068367,up_10yrs,66.0,65-75yrs,57.0,1.7558748556724915,50-60yrs,4.8311257798021074,100-200m2,5.2373369275267105,100-250k,4.082207460458611,>10k,4.672773094120956,40-60k,4.480400854808498,25-50k,10.641656217083966,25-50k,4.138878363470754,up_25k
827,MOBILE PHONE,0,2,0,0,Low,MA,Right,33.781400000000005,None,Low,2.0,1.0,1.0,0.0,Urban,144729.76459500002,39387.20751,4995.0594,25323.057896,11517.362561999998,0.0,8,0.9030899869919435,up_10yrs,59.0,55-65yrs,18.0,1.255272505103306,10-20yrs,3.5490827611349824,up_100m2,5.160557855722042,100-250k,3.698540657114321,2.5-5k,4.595355191116625,25-40k,4.403516147916114,25-50k,0.0,up_25k,4.061353038470092,up_25k
828,MOBILE PHONE,0,2,0,0,Medium,BA,Right,89.78000000000002,None,Low,1.0,2.0,1.0,1.0,Urban,134426.17129499998,42997.71231,4631.2614,23517.541896,10688.711562,0.0,7,0.8450980400142568,up_10yrs,45.0,40-55yrs,60.0,1.7781512503836436,50-60yrs,4.508438997028319,up_100m2,5.128483829301948,100-250k,3.6656992943546585,2.5-5k,4.633445349589512,40-60k,4.371391926384031,up_25k,0.0,up_25k,4.028925357665501,up_25k
829,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Wrong,196.12240000000003,None,Low,1.0,2.0,1.0,1.0,Urban,71453.47189500001,141581.30930999998,5051.0574,35420.493896000015,18915.640362000002,63458.80632000001,7,0.8450980400142568,up_10yrs,59.0,55-65yrs,41.0,1.6127838567197355,40-50yrs,5.283824855595712,100-200m2,4.854023335831081,up_100k,3.7033823038442875,5-7.5k,5.151005924262635,>100k,4.549254612608205,25-50k,11.058162013131268,50-100k,4.276821048297308,up_25k
830,MOBILE PHONE,0,6,0,0,Very High,ZA,Right,85.559,None,Low,1.0,1.0,1.0,1.0,Urban,118727.813295,17136.64071,4076.9874,20766.682696000003,9426.190361999998,0.0,9,0.9542425094393249,up_10yrs,58.0,55-65yrs,59.0,1.7708520116421442,50-60yrs,4.460826262351217,up_100m2,5.074552469128084,100-250k,3.610339369259631,2.5-5k,4.233925691327163,up_25k,4.317367127161738,up_25k,0.0,up_25k,3.9743362060931866,up_25k
831,FIXED / LAND PHONE,0,2,0,0,Medium,CA,Right,122.0606,One,Low,3.0,1.0,1.0,0.0,Urban,208606.838895,56928.83931,6424.133400000002,36516.292296000014,16654.555962000002,50711.16132,8,0.9030899869919435,>25yrs,43.0,40-55yrs,64.0,1.806179973983887,>60yrs,4.8126769169708625,100-200m2,5.319328542085119,100-250k,3.8078145506831964,5-7.5k,4.755332329316539,40-60k,4.562486674745802,25-50k,10.833921029060063,50-100k,4.221533058172564,up_25k
832,FIXED / LAND PHONE,0,2,0,0,Low,MA,Right,88.62760000000002,None,Low,3.0,1.0,0.0,0.0,Rustic,174159.73399500002,56542.90131,6034.1634,30480.074696000003,13884.202362,42197.413320000014,8,0.9030899869919435,up_10yrs,41.0,40-55yrs,51.0,1.7075701760979363,50-60yrs,4.495663308261911,up_100m2,5.240947752708555,100-250k,3.7806170663224825,5-7.5k,4.75237808909506,40-60k,4.48401602697271,25-50k,10.65013790026511,25-50k,4.142520934879776,up_25k
833,MOBILE PHONE,0,2,0,0,High,GR,Right,60.7154,None,Low,0.0,1.0,0.0,1.0,Rustic,58817.14429500001,15794.287109999996,1961.6814,10268.533096,4608.009762,0.0,7,0.8450980400142568,10-15yrs,47.0,40-55yrs,66.0,1.8195439355418688,>60yrs,4.122533494581353,up_100m2,4.769503934706402,up_100k,3.2926284742684597,up_2.5k,4.198500028393733,up_25k,4.011508407198594,up_25k,0.0,up_25k,3.663513390462517,up_25k
834,MOBILE PHONE,0,2,0,0,Medium,BA,Right,58.1158,Three,High,3.0,2.0,1.0,0.0,Urban,1168925.0080950002,320646.97791,41157.0414,204793.545896,93886.280562,412276.15332,7,0.8450980400142568,up_10yrs,44.0,40-55yrs,90.0,1.954242509439325,>60yrs,4.079498232167769,up_100m2,6.067786650070977,>1MM,4.614444147678439,>10k,5.506027151057575,>100k,5.31131626565379,100-250k,12.929451104401947,250-500k,4.972602134209314,50-100k
835,MOBILE PHONE,0,2,0,0,Medium,MA,Right,225.9776,One,Low,3.0,2.0,0.0,1.0,Urban,212254.489395,57930.53931,7379.213400000002,37155.472296,31828.942962,32541.70032,8,0.9030899869919435,up_10yrs,45.0,40-55yrs,27.0,1.4313637641589874,20-30yrs,5.424851334198271,200-300m2,5.326856884776325,100-250k,3.868010069919736,5-7.5k,4.7629075716246705,40-60k,4.57002278614328,25-50k,10.39030836196429,25-50k,4.502822215957062,25-50k
836,MOBILE PHONE,0,2,0,0,Medium,BA,Right,175.27200000000005,One,Low,2.0,0.0,0.0,1.0,Urban,281430.552195,76927.34511000001,9821.6514,31144.017896000005,22511.250162,68709.82032000001,7,0.8450980400142568,10-15yrs,44.0,40-55yrs,64.0,1.806179973983887,>60yrs,5.172028256597709,100-200m2,5.4493712428124725,250-500k,3.992184515649475,7.5-10k,4.8860807444750165,60-80k,4.493374640264813,25-50k,11.13766196682738,50-100k,4.3523996142089505,up_25k
837,FIXED / LAND PHONE,0,2,0,0,Low,LE,Right,202.072,None,Low,3.0,0.0,1.0,0.0,Urban,269333.091495,14986.778309999998,15621.4854,64181.396296000006,13838.470962000001,0.0,8,0.9030899869919435,up_10yrs,40.0,up_40yrs,59.0,1.7708520116421442,50-60yrs,5.31356059596073,200-300m2,5.430289716095391,250-500k,4.193722327259085,>10k,4.175708283110671,up_25k,4.807409161139846,50-100k,0.0,up_25k,4.141088106778913,up_25k
